SpotifyTrack,SpotifyArtist,uri,year,genre,release_date,popular,key,explicit,mode,chartrank,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,time_signature
Must Be Nice,Lyfe Jennings,spotify:track:2mp3sLUNQaJ025Lx5f4AAJ,2005,R&B,8/17/2004,1,1,0,1,13,0.657,0.446,0.401,233440,0,0.647,82.942,0.127,-11.232,0.382,4
Gold Digger,Kanye West /and/ Jamie Foxx,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,2005,R&B,8/30/2005,1,1,1,0,14,0.0195,0.629,0.696,207627,0,0.623,93.034,0.0554,-5.572,0.348,4
"One, Two Step (feat. Missy Elliott)",Ciara /and/ Missy Elliott,spotify:track:7uKcScNXuO3MWw6LowBjW1,2005,R&B,9/27/2004,1,5,0,0,15,0.042,0.944,0.511,203787,0.00107,0.842,113.046,0.0379,-10.96,0.161,4
Oh (feat. Ludacris),Ciara /and/ Ludacris,spotify:track:7i7UIbm5E0DD7aSOYvwp2v,2005,R&B,9/27/2004,1,7,0,1,16,0.000298,0.8,0.496,256347,0,0.357,128.29,0.0697,-7.135,0.0506,4
Some Cut,Trillville,spotify:track:3VXDc9f8J96uBnAAeFrrmw,2005,R&B,2/24/2004,1,1,1,1,17,0.00341,0.9,0.515,283455,0,0.659,84.995,0.111,-6.626,0.372,4
Bring Em Out,T.I.,spotify:track:3CcvahnsiArpTHYQEWV2Au,2005,R&B,11/28/2004,1,11,1,1,18,0.0298,0.759,0.891,216707,0,0.587,98.579,0.141,-2.983,0.257,4
Disco Inferno,50 Cent,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,2005,R&B,3/3/2005,1,3,1,1,19,0.206,0.925,0.659,214227,0.0000788,0.71,97.018,0.279,-4.763,0.231,4
Like You (feat. Ciara),Bow Wow /and/ Ciara,spotify:track:3jEqrIfwKO0M8ALu3TGilF,2005,R&B,2005,1,6,0,1,20,0.0465,0.714,0.6,205840,0,0.504,82.017,0.0646,-8.365,0.0876,4
U Already Know,112,spotify:track:0ahRDzkKq0KEi7FRoHb0qk,2005,R&B,1/1/2005,1,8,1,1,21,0.274,0.694,0.511,198880,0,0.931,87.014,0.166,-9.34,0.0449,4
Candy Shop,50 Cent /and/ Olivia,spotify:track:5D2mYZuzcgjpchVY1pmTPh,2005,R&B,3/3/2005,1,11,1,1,22,0.0253,0.614,0.574,209107,0.000032,0.755,125.173,0.38,-7.961,0.466,5
U Don't Know Me,T.I.,spotify:track:2SuMoyOaAVBg5AzfKyZaKV,2005,R&B,11/28/2004,1,1,1,1,23,0.0496,0.779,0.66,243506,0,0.526,83.914,0.0825,-4.854,0.17,4
Let Me Hold You (feat. Omarion),Bow Wow /and/ Omarion,spotify:track:1oNToERLIN71YCPLbRIQGQ,2005,R&B,2005,1,6,0,1,24,0.0915,0.815,0.662,248493,0.000409,0.611,151.518,0.0898,-8.244,0.199,4
Shake It Off,Mariah Carey,spotify:track:4VKnkoNNM6yTb4cXXX3wqD,2005,R&B,1/1/2005,1,2,0,1,25,0.181,0.777,0.493,232840,0,0.82,134.086,0.108,-6.516,0.126,4
1 Thing,Amerie,spotify:track:1mnqraQ8oV8MX92rdOFLWW,2005,R&B,2005,1,10,0,0,26,0.107,0.612,0.961,238760,0.0000417,0.867,129.873,0.0413,-3.078,0.333,5
Hate It Or Love It,The Game /and/ 50 Cent,spotify:track:2wGSgTmgSF3xjRrHkTc25R,2005,R&B,2005,1,9,1,1,28,0.14,0.802,0.785,206400,0,0.435,99.998,0.123,-4.781,0.207,4
Just A Lil Bit,50 Cent,spotify:track:4nva9EpKntUTs6CRSGBCn9,2005,R&B,3/3/2005,1,1,1,1,29,0.0322,0.489,0.692,237707,0.00608,0.527,96.946,0.315,-6.672,0.41,4
I Can't Stop Loving You,Kem,spotify:track:6iWs0J0CnadMMbxLQtZrCG,2005,R&B,1/1/2004,1,3,0,0,30,0.723,0.704,0.296,323920,0.00000307,0.123,141.203,0.124,-9.76,0.0445,4
O,Omarion,spotify:track:3gOBLrOvDovzHL4xBDQw0B,2005,R&B,2/22/2005,1,0,1,1,31,0.081,0.742,0.515,280707,0,0.587,120.086,0.194,-6.265,0.0405,4
I'm A Hustla - Street Mix/ Dirty Version,Cassidy,spotify:track:41D6aNNTmUUd7fWlVNWMN8,2005,R&B,6/28/2005,1,8,1,0,32,0.283,0.727,0.913,259933,0,0.618,90.985,0.527,-5.571,0.306,4
Give Me That,Webbie /and/ Bun B,spotify:track:0KGZzYTmH3lfpSKOcjnOkp,2005,R&B,7/5/2005,1,8,1,1,33,0.00694,0.674,0.773,267720,0,0.506,78.006,0.312,-6.002,0.288,4
Play,David Banner,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,2005,R&B,1/1/2005,1,1,1,0,34,0.000213,0.837,0.658,230133,0.122,0.586,95.027,0.243,-8.013,0.126,4
Charlene,Anthony Hamilton,spotify:track:0xiuSFBOEHWaJ6rSuUbJWc,2005,R&B,7/15/2003,1,0,0,0,36,0.536,0.556,0.346,246773,0,0.451,123.869,0.106,-9.809,0.311,4
Run It! (feat. Juelz Santana),Chris Brown /and/ Juelz Santana,spotify:track:7xYnUQigPoIDAMPVK79NEq,2005,R&B,2005,1,1,0,0,37,0.0246,0.846,0.482,229867,0,0.212,100.969,0.393,-6.721,0.129,4
Karma,Lloyd Banks,spotify:track:25YwwruYRtxe6RQdKtrZFS,2005,R&B,1/1/2004,1,10,1,0,38,0.0392,0.605,0.829,278533,0,0.708,176.103,0.196,-2.377,0.444,4
Wonderful,Ja Rule /and/ R. Kelly /and/ Ashanti,spotify:track:1bl99Q4umnPomYGv3dQP67,2005,R&B,1/1/2004,1,11,1,0,39,0.277,0.663,0.777,270507,0,0.758,92.68,0.0466,-4.954,0.109,4
Again,Faith Evans,spotify:track:17Yws6NV4W7lAGPtq4UPIT,2005,R&B,1/1/2005,1,7,0,1,40,0.0158,0.489,0.763,198787,0,0.362,173.822,0.42,-6.077,0.24,4
Pimpin' All Over The World,Ludacris /and/ Bobby V.,spotify:track:6VixoRqnikN4QqegoKUSbH,2005,R&B,1/1/2004,1,11,1,1,41,0.287,0.495,0.883,329627,0,0.782,92.136,0.138,-4.087,0.299,4
Grind With Me,Pretty Ricky,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,2005,R&B,5/17/2005,1,1,1,1,42,0.000204,0.7,0.538,237733,0,0.189,136.518,0.105,-5.952,0.045,4
Okay (feat. Lil Jon & YoungBloodZ),Nivea /and/ Lil Jon /and/ Youngbloodz,spotify:track:1e5ayf28RKanXy0NNJVANp,2005,R&B,1/1/2001,1,6,0,0,43,0.111,0.779,0.562,283360,0,0.684,86.01,0.0968,-7.031,0.0578,4
"Charlie, Last Name Wilson",Charlie Wilson,spotify:track:6UZqMYYQQThvV55IQPvscO,2005,R&B,9/13/2005,1,7,0,1,44,0.439,0.653,0.529,215867,0,0.609,67.03,0.194,-6.481,0.201,4
Number One Spot,Ludacris,spotify:track:5SV9SnHkuHMh446QsgQtry,2005,R&B,1/1/2004,1,6,1,1,45,0.0346,0.542,0.946,274467,0,0.509,146.7,0.323,-4.279,0.378,4
Naked,Marques Houston,spotify:track:6STVLD6miqAFuvzf3Iugdd,2005,R&B,1/1/2009,1,9,0,1,46,0.0863,0.75,0.511,266560,0.00000676,0.395,60.009,0.0938,-6.73,0.209,4
Girl Tonite (feat. Trey Songz),Twista /and/ Trey Songz,spotify:track:7zIxcV689lVTl924lAf9Kn,2005,R&B,10/3/2005,1,7,1,1,47,0.00551,0.668,0.724,221373,0,0.318,148.522,0.218,-5.953,0.0536,4
Dem Boyz,Boyz N Da Hood,spotify:track:59xyRqG06dGbTmmJFVFbyQ,2005,R&B,6/21/2005,1,1,1,1,48,0.00161,0.782,0.63,256800,0,0.295,78.516,0.151,-5.683,0.162,4
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott /and/ Ciara /and/ Fatman Scoop,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,2005,R&B,7/4/2005,1,4,1,0,49,0.0311,0.904,0.813,226864,0.00697,0.81,125.461,0.0471,-7.105,0.121,4
Get Back,Ludacris,spotify:track:3njpLvANriMsdv3dgADEad,2005,R&B,1/1/2004,1,1,1,1,50,0.0594,0.555,0.639,270747,0,0.184,171.609,0.118,-5.16,0.263,4
Make Her Feel Good,Teairra MarÃ­,spotify:track:03B0yrE4zrioHjmY05l9xz,2005,R&B,1/1/2005,1,2,1,1,51,0.0228,0.808,0.665,226013,0.000481,0.549,90.518,0.192,-9.376,0.178,4
Trapped In the Closet (Chapters 1-5),R. Kelly,spotify:track:45LrQ3tg1z8plpuQRCuSwE,2005,R&B,11/8/2005,1,4,1,1,52,0.539,0.551,0.583,992160,0,0.419,107.424,0.365,-6.473,0.159,4
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys /and/ Tony! Toni! TonÃ©! /and/ Jermaine Paul,spotify:track:5dxHF4lrDimKqnI3GaZUmC,2005,R&B,12/2/2003,1,8,0,0,53,0.559,0.664,0.465,284160,0.00174,0.281,127.932,0.125,-9.711,0.0317,4
I Think They Like Me - Remix,Dem Franchize Boyz /and/ Jermaine Dupri /and/ Da Brat /and/ Bow Wow /and/ The Kid Slim,spotify:track:5a4AQWs84xeEyYUd1iC2Pn,2005,R&B,1/1/2006,1,7,1,1,54,0.00447,0.781,0.625,282093,0,0.679,83.024,0.185,-9.139,0.373,4
Hollaback Girl,Gwen Stefani,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,2005,R&B,11/23/2004,1,10,1,0,55,0.35,0.926,0.916,199853,0.00000617,0.904,110.007,0.0234,-2.221,0.0929,4
Don't Cha,The Pussycat Dolls /and/ Busta Rhymes,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,2005,R&B,1/1/2005,1,1,0,0,56,0.00516,0.877,0.637,272080,0.0000025,0.569,119.988,0.0959,-3.493,0.101,4
Girl,Destiny's Child,spotify:track:3s2MyU2YCwNNwcSokt0jXD,2005,R&B,11/16/2004,1,6,0,0,57,0.31,0.567,0.747,224147,0,0.556,89.036,0.04,-6.019,0.105,4
Caught Up,Usher,spotify:track:5zdUc1JRCImBYcDWgvFNpE,2005,R&B,3/23/2004,1,6,0,1,58,0.027,0.817,0.806,224640,0.000009,0.805,110.086,0.119,-4.606,0.0623,4
Only U - No Intro,Ashanti,spotify:track:3sckKKIx96cjPXtiqPHCTB,2005,R&B,1/1/2004,1,6,0,0,59,0.0374,0.601,0.621,186307,0.00000175,0.278,94.547,0.188,-5.576,0.0434,4
What U Gon' Do,Lil Jon & The East Side Boyz /and/ Lil Scrappy,spotify:track:1bTphHXspys3RvvRxfzzIc,2005,R&B,11/16/2004,1,1,1,0,60,0.0000768,0.838,0.724,320187,0.00000102,0.537,150.192,0.162,-6.9,0.242,4
Gotta Go Gotta Leave (Tired),Vivian Green,spotify:track:1dxlOpkWYFmRHijriSNXHD,2005,R&B,5/31/2005,1,8,0,1,61,0.0948,0.536,0.39,276800,0,0.186,111.634,0.124,-5.332,0.108,3
In the Kitchen,R. Kelly,spotify:track:1bn8fjxuCLfnAaXZDx1tof,2005,R&B,6/28/2005,1,5,0,0,62,0.415,0.713,0.469,217493,0,0.369,127.837,0.0999,-7.778,0.0436,4
"Unbreakable - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Alicia Keys,spotify:track:2DRcaAO76feWOoWCWP1cPp,2005,R&B,10/11/2005,1,8,0,0,63,0.0145,0.504,0.429,274000,0.00149,0.33,83.711,0.628,-12.735,0.232,4
So Seductive,Tony Yayo /and/ 50 Cent,spotify:track:12gBGNIMNwXnr2yTMHmawU,2005,R&B,1/1/2005,1,8,1,1,64,0.2,0.586,0.881,210293,0,0.647,96.651,0.0676,-3.208,0.232,4
How Could You,Mario,spotify:track:3SjS9Y86t8BiecD1Wq7r4o,2005,R&B,12/6/2004,1,11,1,0,65,0.0468,0.843,0.48,236000,0,0.743,122.005,0.081,-7.031,0.143,4
U Make Me Wanna,Jadakiss /and/ Mariah Carey,spotify:track:66PlVvBwKgTseZ1vCU3e46,2005,R&B,1/1/2004,1,5,1,0,68,0.0374,0.686,0.818,293800,0,0.633,83.182,0.329,-5.111,0.241,4
Lighters Up,Lil' Kim,spotify:track:4eihdGG3Tga3oFq4yqCDeL,2005,R&B,8/30/2005,1,9,1,1,69,0.00494,0.624,0.766,262640,0,0.714,91.727,0.107,-6.31,0.396,4
Girlfight,Brooke Valentine /and/ Lil Jon /and/ Big Boi,spotify:track:0GkkiqqRdjqmRDrWfTdemH,2005,R&B,1/1/2005,1,11,1,1,70,0.0131,0.745,0.62,234733,0,0.603,99.985,0.118,-8.24,0.148,4
I Should Have Cheated,Keyshia Cole,spotify:track:5tFDgH6do20IXdSoNBAmXK,2005,R&B,1/1/2005,1,2,0,0,71,0.265,0.436,0.533,327693,0,0.366,130.768,0.332,-4.266,0.0472,4
Tell Me,Bobby V.,spotify:track:6kLZ1DzSxBkNVvdQm6CX0N,2005,R&B,1/1/2005,1,4,0,0,72,0.44,0.652,0.798,260067,0.00233,0.531,95.038,0.298,-5.303,0.0512,4
Karma,Alicia Keys,spotify:track:588RGyR1f4Plc8nm7SrdCa,2005,R&B,12/2/2003,1,10,0,1,73,0.0743,0.727,0.736,256000,0.00311,0.687,85.1,0.0347,-6.203,0.0615,4
Baby Mama,Fantasia,spotify:track:3VgdPErkHCW7WZiTt6jwho,2005,R&B,11/22/2004,1,9,0,1,74,0.062,0.658,0.713,255787,0,0.447,81.98,0.0402,-6.83,0.0716,4
Back Then,Mike Jones,spotify:track:5krOROgmf8adn3SJzeKLZy,2005,R&B,4/19/2005,1,9,1,1,75,0.0101,0.776,0.736,244187,0,0.536,159.838,0.18,-6.308,0.255,4
"Stay Fly (feat. Young Buck, Eightball & MJG)",Three 6 Mafia /and/ Young Buck /and/ 8Ball /and/ MJG,spotify:track:5MYFw4T2gy52pOGBN4EYHS,2005,R&B,9/27/2005,1,11,1,1,76,0.108,0.789,0.881,236600,0,0.647,133.301,0.355,-5.758,0.0331,4
Welcome To Jamrock,Damian Marley,spotify:track:22AbXxQbMdVqEz7xJjhccG,2005,R&B,1/1/2005,1,7,0,0,77,0.0208,0.836,0.661,213200,0,0.753,76.71,0.449,-6.502,0.338,4
ASAP,T.I.,spotify:track:172Ck9s5X4oHmGAbjdoRmf,2005,R&B,11/28/2004,1,9,1,1,80,0.335,0.79,0.645,284413,0,0.583,158.13,0.405,-5.426,0.317,4
All Because of You,Marques Houston /and/ Young Rome,spotify:track:43PXNweF6u0LS9N6czAY0M,2005,R&B,5/5/2005,1,1,0,0,81,0.00876,0.448,0.875,212013,0,0.683,169.898,0.653,-6.383,0.108,4
Dreams,The Game,spotify:track:5F7caGhe84C6ONva5S8yXF,2005,R&B,2005,1,6,1,1,82,0.00499,0.63,0.78,286453,0,0.281,155.779,0.206,-5.353,0.221,4
Gotta Make It (feat. Twista),Trey Songz /and/ Twista,spotify:track:4xONUhRpKk1UIBsCSdviQo,2005,R&B,7/26/2005,1,7,0,1,83,0.0909,0.753,0.881,243280,0,0.808,140.007,0.173,-5.063,0.0688,4
New York,Ja Rule /and/ Fat Joe /and/ Jadakiss,spotify:track:7xXvPyOiFCsB5SSpio5g38,2005,R&B,1/1/2004,1,11,1,0,84,0.253,0.546,0.795,258213,0,0.572,93.221,0.0775,-5.825,0.444,4
Breathe,Fabolous,spotify:track:7fuoqve1SOEBmhc2PoQTF0,2005,R&B,10/11/2004,1,10,1,0,86,0.34,0.713,0.91,268960,0,0.51,83.028,0.304,-5.586,0.282,4
Outta Control - Remix,50 Cent /and/ Mobb Deep,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,2005,R&B,1/1/2005,1,8,1,0,88,0.0268,0.77,0.587,247973,0,0.574,92.009,0.0621,-5.99,0.265,4
Shorty Wanna Ride,Young Buck,spotify:track:6Y9kdB2O0h9gq9y2vclsWT,2005,R&B,1/1/2004,1,11,1,0,89,0.00317,0.582,0.621,261320,0,0.331,179.458,0.111,-6.183,0.283,4
Let's Go (feat. Big D & Twista),Trick Daddy /and/ Big D /and/ Twista,spotify:track:1fLibtVj3MrNTwRZq5yUOs,2005,R&B,10/26/2004,1,11,1,0,90,0.0267,0.748,0.767,222200,0,0.519,133.929,0.334,-7.806,0.172,4
"Forever, For Always, For Love",Lalah Hathaway,spotify:track:6tQX9qDeJ88Vhk7uZfFvNo,2005,R&B,10/5/2004,1,0,0,1,92,0.663,0.538,0.305,352400,0.00033,0.174,105.893,0.0824,-10.858,0.0263,3
Still Tippin' (feat. Slim Thug and Paul Wall),Mike Jones /and/ Paul Wall /and/ Slim Thug,spotify:track:59rtiYOPgMEDf3yPEfU2la,2005,R&B,4/19/2005,1,6,1,0,93,0.0361,0.86,0.861,271053,0.0000407,0.79,143.184,0.113,-7.131,0.307,4
Let's Get Blown,Snoop Dogg,spotify:track:0NdxbFFknA7kQ4E2zvJfey,2005,R&B,1/1/2004,1,4,1,0,94,0.402,0.94,0.621,280680,0.079,0.694,106.001,0.245,-4.615,0.199,4
One Wish,Ray J,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5,2005,R&B,9/5/2005,1,5,0,0,95,0.278,0.525,0.652,337640,0,0.602,127.673,0.339,-7.042,0.28,4
Laffy Taffy,D4L,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,2005,R&B,11/8/2005,1,7,1,0,96,0.0351,0.891,0.439,224253,0,0.622,77.499,0.0932,-7.994,0.428,4
Get It Poppin' (feat. Nelly) - Radio Version,Fat Joe /and/ Nelly,spotify:track:3zdDxhDo5SycC7XSAPfdjv,2005,R&B,4/26/2005,1,1,0,1,98,0.0628,0.905,0.55,211320,0,0.52,100.813,0.0644,-7.558,0.372,4
Cant Satisfy Her,I Wayne,spotify:track:3u25dhBZ80h0TFewO29Wqb,2005,R&B,8/1/2006,1,11,0,0,99,0.14,0.672,0.711,221867,0,0.759,86.747,0.151,-4.652,0.316,4
Lose My Breath,Destiny's Child,spotify:track:4dvQg9sD8k9y4qiEURuj8v,2005,R&B,11/16/2004,1,1,0,1,100,0.00727,0.814,0.899,242013,0.219,0.545,119.011,0.0979,-5.958,0.0637,4
Lost Without U,Robin Thicke,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,2006,R&B,1/1/2006,1,0,0,1,1,0.226,0.664,0.351,254147,0.00000238,0.816,113.204,0.106,-12.136,0.118,5
When I See U,Fantasia,spotify:track:4iuNZTcvT9diFySSzVsnVS,2006,R&B,12/9/2006,1,8,0,1,2,0.457,0.569,0.596,217347,0.0000899,0.757,93.134,0.205,-6.486,0.171,4
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain /and/ Yung Joc,spotify:track:2aIdVb8v9KTpEZnftkz2mD,2006,R&B,6/5/2007,1,1,0,1,4,0.0108,0.451,0.55,227960,0,0.594,80.001,0.0737,-8.137,0.262,4
teachme,Musiq Soulchild,spotify:track:0ODFPypnJLE6hKgahiuSzn,2006,R&B,3/13/2007,1,8,0,0,5,0.473,0.499,0.61,260773,0,0.436,172.969,0.0722,-5.11,0.135,3
You,Lloyd /and/ Lil Wayne,spotify:track:5Y77SQxEr1eiofPeUTPHxM,2006,R&B,1/1/2007,1,5,0,0,6,0.102,0.412,0.876,273133,0,0.703,130.159,0.297,-6.008,0.47,5
Irreplaceable,BeyoncÃ©,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,2006,R&B,5/29/2007,1,7,0,0,7,0.0293,0.447,0.694,227853,0.00000546,0.509,175.868,0.167,-4.637,0.382,4
Promise,Ciara,spotify:track:1pLdjo3lOBbMaoR4ZpybFH,2006,R&B,2006,1,9,0,1,8,0.409,0.697,0.629,267413,0.0000038,0.439,123.279,0.0819,-5.757,0.0425,4
Buddy,Musiq Soulchild,spotify:track:0447V6bjlw5ERYGu3BEBnB,2006,R&B,3/13/2007,1,6,0,0,9,0.0534,0.735,0.839,223813,0,0.834,89.942,0.0942,-4.705,0.271,4
Poppin' - Main,Chris Brown,spotify:track:7vGRXiYWFk6NjUnsNjQJQd,2006,R&B,2005,1,9,0,0,10,0.00895,0.767,0.419,265333,0,0.547,122.963,0.0521,-3.011,0.0369,4
Until The End Of Time (with BeyoncÃ©),Justin Timberlake /and/ BeyoncÃ©,spotify:track:2wZTnl0pPFr3HBcyXfOaVJ,2006,R&B,9/13/2006,1,11,0,0,11,0.271,0.56,0.372,322093,0,0.473,119.384,0.195,-6.58,0.0446,4
Let It Go,Keyshia Cole /and/ Missy Elliott /and/ Lil' Kim,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,2006,R&B,1/1/2007,1,10,0,0,12,0.197,0.806,0.721,238333,0,0.781,94.967,0.209,-5.167,0.215,4
Shawty (feat. T Pain),Plies /and/ T-Pain,spotify:track:0mYoKqA23wUUj7BTEgNzjg,2006,R&B,8/6/2007,1,4,1,0,13,0.0419,0.444,0.708,255413,0,0.26,105.412,0.0775,-5.926,0.126,5
Bed,J. Holiday,spotify:track:6TlRNJaezOdzdECnQeRuMM,2006,R&B,1/1/2007,1,5,0,0,14,0.17,0.684,0.606,275107,0,0.723,127.901,0.058,-7.268,0.0504,4
Make Me Better,Fabolous /and/ Ne-Yo,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,2006,R&B,1/1/2007,1,11,1,1,16,0.33,0.607,0.599,253573,0,0.562,86.491,0.199,-6.886,0.0995,4
Throw Some D's,Rich Boy /and/ Polow Da Don,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,2006,R&B,1/1/2007,1,11,1,1,18,0.0368,0.697,0.86,263920,0,0.433,160.895,0.0721,-5.181,0.43,4
Ice Box,Omarion,spotify:track:5qhlC4Rzals34zxovrPzKp,2006,R&B,12/26/2006,1,8,0,1,19,0.189,0.775,0.731,256427,0,0.821,131.105,0.129,-5.446,0.134,4
I Wanna Love You,Akon /and/ Snoop Dogg,spotify:track:4xAk8Lw82G3YoVSOdVAsBx,2006,R&B,2006,1,0,1,1,20,0.0373,0.866,0.454,247067,0.00000149,0.368,99.985,0.275,-9.383,0.0414,4
Walk It Out,Unk,spotify:track:6PBAPjshd2JfEiWpdf3C2a,2006,R&B,10/3/2006,1,1,1,0,21,0.0982,0.794,0.777,173040,0,0.706,160.022,0.202,-3.696,0.0813,4
Same Girl (with Usher),R. Kelly /and/ Usher,spotify:track:6OSmeoh8kXhCfz9WqvzDoJ,2006,R&B,5/25/2007,1,1,1,1,22,0.506,0.717,0.583,252933,0,0.816,139.76,0.0821,-5.008,0.146,4
This Is Why I'm Hot,MiMS,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,2006,R&B,1/1/2007,1,8,1,1,23,0.277,0.621,0.6,253707,0,0.485,80.021,0.495,-6.349,0.576,4
Runaway Love,Ludacris /and/ Mary J. Blige,spotify:track:3QnEp4rluCxUwgpXT43jmC,2006,R&B,1/1/2006,1,1,1,1,25,0.329,0.405,0.721,280680,0,0.815,92.854,0.252,-6.97,0.283,4
Get Me Bodied,BeyoncÃ©,spotify:track:6fmeXejj4CNkAQ78yao7oE,2006,R&B,9/4/2006,1,0,0,0,26,0.0673,0.865,0.829,205813,0,0.651,96.511,0.253,-6.981,0.315,4
Party Like A Rock Star,Shop Boyz,spotify:track:1IYaMVfidzSfvCUZYXhsU1,2006,R&B,1/1/2007,1,7,1,1,27,0.00541,0.619,0.709,253400,0,0.68,144.972,0.507,-4.633,0.0395,4
Crank That (Soulja Boy),Soulja Boy,spotify:track:66TRwr5uJwPt15mfFkzhbi,2006,R&B,1/1/2007,1,0,0,1,28,0.515,0.736,0.74,221933,0,0.803,140.141,0.0468,-2.18,0.0786,4
Take Me As I Am,Mary J. Blige,spotify:track:4gGYiGsxhPYpsGIttWLwlT,2006,R&B,1/1/2005,1,11,0,0,29,0.0663,0.599,0.565,237493,0,0.576,82.251,0.207,-4.663,0.0334,4
No One,Alicia Keys,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,2006,R&B,11/9/2007,1,1,0,0,30,0.0209,0.644,0.548,253813,0.00000868,0.166,90.042,0.134,-5.416,0.0286,4
Rock Yo Hips,Crime Mob,spotify:track:76dZuMVXjIyLPRLv00skGd,2006,R&B,1/8/2007,1,6,1,1,31,0.0869,0.847,0.667,226547,0,0.707,77.492,0.443,-5.7,0.17,4
Make It Rain,Fat Joe /and/ Lil Wayne,spotify:track:4JPCdSaqs9dJd7RatFSHww,2006,R&B,11/14/2006,1,11,1,0,32,0.0106,0.744,0.697,247413,0,0.767,149.28,0.0842,-5.063,0.197,4
We Fly High,Jim Jones,spotify:track:3RGyFugqjQjlL8XX0NW8dZ,2006,R&B,11/7/2006,1,1,1,1,33,0.0791,0.506,0.799,236080,0,0.461,120.405,0.0929,-6.58,0.38,5
My Love (feat. T.I.),Justin Timberlake /and/ T.I.,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,2006,R&B,9/13/2006,1,11,0,0,34,0.277,0.771,0.68,276160,0.0000118,0.808,119.952,0.682,-5.881,0.224,4
"Pop, Lock & Drop It - Video Edit",Huey,spotify:track:6DbqCKweKwVkHgRv1CI53D,2006,R&B,2006,1,11,0,0,35,0.00308,0.723,0.644,261027,0,0.645,144.09,0.352,-6.863,0.222,4
On the Hotline - Amended Version,Pretty Ricky,spotify:track:1zyqZONW985Cs4osz9wlsu,2006,R&B,2007,1,10,0,0,36,0.0185,0.704,0.854,242587,0,0.688,92.988,0.148,-5.477,0.183,4
Like This (feat. Eve),Kelly Rowland /and/ Eve,spotify:track:3sfydNh0QQAdnIAtDVG16H,2006,R&B,6/22/2007,1,1,0,1,37,0.00193,0.676,0.73,215853,0,0.489,178.117,0.0627,-5.963,0.267,4
Because Of You,Ne-Yo,spotify:track:6CFPFnS9EcLs2I0nWqtWci,2006,R&B,1/1/2007,1,0,0,0,38,0.528,0.81,0.538,266840,0,0.828,109.97,0.0951,-5.784,0.0356,4
Umbrella,Rihanna /and/ JAY-Z,spotify:track:49FYlytm3dAAraYgpoJZux,2006,R&B,6/2/2008,1,1,0,1,39,0.00864,0.583,0.829,275987,0,0.575,174.028,0.0426,-4.603,0.134,4
Get It Shawty - Main,Lloyd,spotify:track:2a03afRiyAbNAleOByVju4,2006,R&B,1/1/2007,1,5,0,0,40,0.123,0.822,0.905,209533,0,0.674,128.014,0.0496,-4.032,0.241,4
Last Night (feat. Keyshia Cole),Diddy /and/ Keyshia Cole,spotify:track:5gfPJ45gpn3ThswDyeW0Qc,2006,R&B,10/16/2006,1,3,1,0,41,0.256,0.888,0.833,388226,0.00159,0.962,121.002,0.485,-4.381,0.0912,4
Big Things Poppin' (Do It) - Instrumental,T.I.,spotify:track:0eMdAjfAfGS1AoeXgiyGXP,2006,R&B,6/11/2007,1,7,0,1,42,0.00425,0.597,0.715,289987,0.911,0.539,169.036,0.191,-6.741,0.036,4
2 Step,Unk,spotify:track:7beqVxFB2g7DlL09mvfjDv,2006,R&B,10/3/2006,1,11,1,0,43,0.0583,0.763,0.797,195787,0,0.645,77.003,0.299,-2.274,0.0977,4
Shortie Like Mine (feat. Chris Brown & JohntÃ¡ Austin),Bow Wow /and/ Chris Brown /and/ Johnta Austin,spotify:track:6oUGAx0vkBcnGzYkvw0ZsA,2006,R&B,12/18/2006,1,7,0,0,44,0.0745,0.758,0.642,268067,0,0.701,142.078,0.191,-8.128,0.221,4
Upgrade U (feat. Jay-Z),BeyoncÃ© /and/ JAY-Z,spotify:track:0GLUBbX4daHJkT3RQHEOia,2006,R&B,5/29/2007,1,7,0,1,45,0.00182,0.593,0.68,273053,0.0000484,0.483,84.547,0.31,-5.556,0.335,4
